,Date,from_station_name,Mean_Temperature_F,Events,number_of_trips
381,01/05/2015,Lake Union Park / Valley St & Boren Ave N,59.0,BLANK,4
382,01/05/2015,NE 42nd St & University Way NE,59.0,BLANK,1
383,01/05/2015,NE 47th St & 12th Ave NE,59.0,BLANK,5
384,01/05/2015,Occidental Park / Occidental Ave S & S Washington St,59.0,BLANK,12
385,01/05/2015,PATH / 9th Ave & Westlake Ave,59.0,BLANK,11
386,01/05/2015,Pier 69 / Alaskan Way & Clay St,59.0,BLANK,32
387,01/05/2015,Pine St & 9th Ave,59.0,BLANK,8
388,01/05/2015,REI / Yale Ave N & John St,59.0,BLANK,15
389,01/05/2015,Republican St & Westlake Ave N,59.0,BLANK,11
390,01/05/2015,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,59.0,BLANK,16
391,01/05/2015,Seattle University / E Columbia St & 12th Ave,59.0,BLANK,4
392,01/05/2015,Summit Ave & E Denny Way,59.0,BLANK,8
393,01/05/2015,Summit Ave E & E Republican St,59.0,BLANK,5
394,01/05/2015,UW Engineering Library / E Stevens Way NE & Jefferson Rd,59.0,BLANK,4
395,01/05/2015,UW Intramural Activities Building,59.0,BLANK,1
396,01/05/2015,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,59.0,BLANK,3
397,01/05/2015,UW McCarty Hall / Whitman Ct,59.0,BLANK,2
398,01/05/2015,Westlake Ave & 6th Ave,59.0,BLANK,17
399,01/05/2016,12th Ave & E Denny Way,63.0,BLANK,2
400,01/05/2016,12th Ave & E Mercer St,63.0,BLANK,8
401,01/05/2016,12th Ave & E Yesler Way,63.0,BLANK,6
402,01/05/2016,12th Ave & NE Campus Pkwy,63.0,BLANK,9
403,01/05/2016,15th Ave E & E Thomas St,63.0,BLANK,11
404,01/05/2016,15th Ave NE & NE 40th St,63.0,BLANK,10
405,01/05/2016,1st Ave & Marion St,63.0,BLANK,12
406,01/05/2016,2nd Ave & Blanchard St,63.0,BLANK,14
407,01/05/2016,2nd Ave & Pine St,63.0,BLANK,18
408,01/05/2016,2nd Ave & Spring St,63.0,BLANK,6
409,01/05/2016,2nd Ave & Vine St,63.0,BLANK,17
410,01/05/2016,3rd Ave & Broad St,63.0,BLANK,39
411,01/05/2016,6th Ave S & S King St,63.0,BLANK,2
412,01/05/2016,7th Ave & Union St,63.0,BLANK,11
413,01/05/2016,9th Ave N & Mercer St,63.0,BLANK,5
414,01/05/2016,Broadway and E Denny Way,63.0,BLANK,6
415,01/05/2016,Burke Museum / E Stevens Way NE & Memorial Way NE,63.0,BLANK,5
416,01/05/2016,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,63.0,BLANK,12
417,01/05/2016,Cal Anderson Park / 11th Ave & Pine St,63.0,BLANK,4
418,01/05/2016,Children's Hospital / Sandpoint Way NE & 40th Ave NE,63.0,BLANK,3
419,01/05/2016,City Hall / 4th Ave & James St,63.0,BLANK,2
420,01/05/2016,Dexter Ave & Denny Way,63.0,BLANK,8
421,01/05/2016,Dexter Ave N & Aloha St,63.0,BLANK,16
422,01/05/2016,E Blaine St & Fairview Ave E,63.0,BLANK,5
423,01/05/2016,E Harrison St & Broadway Ave E,63.0,BLANK,4
424,01/05/2016,E Pine St & 16th Ave,63.0,BLANK,10
425,01/05/2016,Eastlake Ave E & E Allison St,63.0,BLANK,8
426,01/05/2016,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,63.0,BLANK,4
427,01/05/2016,Key Arena / 1st Ave N & Harrison St,63.0,BLANK,15
428,01/05/2016,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,63.0,BLANK,8
429,01/05/2016,Lake Union Park / Valley St & Boren Ave N,63.0,BLANK,15
430,01/05/2016,Mercer St & 9th Ave N,63.0,BLANK,4
431,01/05/2016,NE 42nd St & University Way NE,63.0,BLANK,7
432,01/05/2016,NE 47th St & 12th Ave NE,63.0,BLANK,2
433,01/05/2016,NE Pacific St/UW Medical Center,63.0,BLANK,8
434,01/05/2016,Occidental Park / Occidental Ave S & S Washington St,63.0,BLANK,6
435,01/05/2016,PATH / 9th Ave & Westlake Ave,63.0,BLANK,1
436,01/05/2016,Pier 69 / Alaskan Way & Clay St,63.0,BLANK,39
437,01/05/2016,Pine St & 9th Ave,63.0,BLANK,8
438,01/05/2016,REI / Yale Ave N & John St,63.0,BLANK,4
439,01/05/2016,Republican St & Westlake Ave N,63.0,BLANK,10
440,01/05/2016,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,63.0,BLANK,29
441,01/05/2016,Seattle University / E Columbia St & 12th Ave,63.0,BLANK,3
442,01/05/2016,Summit Ave & E Denny Way,63.0,BLANK,9
443,01/05/2016,Summit Ave E & E Republican St,63.0,BLANK,6
444,01/05/2016,Terry Ave & Stewart St,63.0,BLANK,7
445,01/05/2016,UW Engineering Library / E Stevens Way NE & Jefferson Rd,63.0,BLANK,1
446,01/05/2016,Union St & 4th Ave,63.0,BLANK,7
447,01/05/2016,Westlake Ave & 6th Ave,63.0,BLANK,10
448,01/06/2015,12th Ave & E Denny Way,60.0,Rain,2
449,01/06/2015,12th Ave & E Mercer St,60.0,Rain,6
450,01/06/2015,12th Ave & E Yesler Way,60.0,Rain,1
451,01/06/2015,12th Ave & NE Campus Pkwy,60.0,Rain,3
452,01/06/2015,15th Ave E & E Thomas St,60.0,Rain,8
453,01/06/2015,15th Ave NE & NE 40th St,60.0,Rain,6
454,01/06/2015,1st Ave & Marion St,60.0,Rain,7
455,01/06/2015,2nd Ave & Blanchard St,60.0,Rain,9
456,01/06/2015,2nd Ave & Pine St,60.0,Rain,18
457,01/06/2015,2nd Ave & Spring St,60.0,Rain,5
458,01/06/2015,2nd Ave & Vine St,60.0,Rain,8
459,01/06/2015,3rd Ave & Broad St,60.0,Rain,10
460,01/06/2015,6th Ave & Blanchard St,60.0,Rain,7
461,01/06/2015,7th Ave & Union St,60.0,Rain,8
462,01/06/2015,9th Ave N & Mercer St,60.0,Rain,9
463,01/06/2015,Bellevue Ave & E Pine St,60.0,Rain,5
464,01/06/2015,Burke Museum / E Stevens Way NE & Memorial Way NE,60.0,Rain,8
465,01/06/2015,Cal Anderson Park / 11th Ave & Pine St,60.0,Rain,13
466,01/06/2015,Children's Hospital / Sandpoint Way NE & 40th Ave NE,60.0,Rain,2
467,01/06/2015,City Hall / 4th Ave & James St,60.0,Rain,1
468,01/06/2015,Dexter Ave & Denny Way,60.0,Rain,2
469,01/06/2015,Dexter Ave N & Aloha St,60.0,Rain,15
470,01/06/2015,E Blaine St & Fairview Ave E,60.0,Rain,7
471,01/06/2015,E Harrison St & Broadway Ave E,60.0,Rain,8
472,01/06/2015,E Pine St & 16th Ave,60.0,Rain,12
473,01/06/2015,Eastlake Ave E & E Allison St,60.0,Rain,3
474,01/06/2015,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,60.0,Rain,9
475,01/06/2015,Frye Art Museum / Terry Ave & Columbia St,60.0,Rain,4
476,01/06/2015,Harvard Ave & E Pine St,60.0,Rain,4
477,01/06/2015,Key Arena / 1st Ave N & Harrison St,60.0,Rain,7
478,01/06/2015,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,60.0,Rain,3
479,01/06/2015,Lake Union Park / Valley St & Boren Ave N,60.0,Rain,3
480,01/06/2015,NE 47th St & 12th Ave NE,60.0,Rain,4
481,01/06/2015,Occidental Park / Occidental Ave S & S Washington St,60.0,Rain,3
482,01/06/2015,PATH / 9th Ave & Westlake Ave,60.0,Rain,4
483,01/06/2015,Pier 69 / Alaskan Way & Clay St,60.0,Rain,11
484,01/06/2015,Pine St & 9th Ave,60.0,Rain,8
485,01/06/2015,REI / Yale Ave N & John St,60.0,Rain,13
486,01/06/2015,Republican St & Westlake Ave N,60.0,Rain,12
487,01/06/2015,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,60.0,Rain,4
488,01/06/2015,Seattle University / E Columbia St & 12th Ave,60.0,Rain,5
489,01/06/2015,Summit Ave & E Denny Way,60.0,Rain,12
490,01/06/2015,Summit Ave E & E Republican St,60.0,Rain,8
491,01/06/2015,UW Engineering Library / E Stevens Way NE & Jefferson Rd,60.0,Rain,3
492,01/06/2015,UW Intramural Activities Building,60.0,Rain,2
493,01/06/2015,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,60.0,Rain,3
494,01/06/2015,UW McCarty Hall / Whitman Ct,60.0,Rain,4
495,01/06/2015,Westlake Ave & 6th Ave,60.0,Rain,14
496,01/06/2016,12th Ave & E Denny Way,66.0,BLANK,2
497,01/06/2016,12th Ave & E Mercer St,66.0,BLANK,10
498,01/06/2016,12th Ave & E Yesler Way,66.0,BLANK,2
499,01/06/2016,12th Ave & NE Campus Pkwy,66.0,BLANK,8
500,01/06/2016,15th Ave E & E Thomas St,66.0,BLANK,9
501,01/06/2016,15th Ave NE & NE 40th St,66.0,BLANK,1
502,01/06/2016,1st Ave & Marion St,66.0,BLANK,10
503,01/06/2016,2nd Ave & Blanchard St,66.0,BLANK,3
504,01/06/2016,2nd Ave & Pine St,66.0,BLANK,13
505,01/06/2016,2nd Ave & Spring St,66.0,BLANK,7
506,01/06/2016,2nd Ave & Vine St,66.0,BLANK,9
507,01/06/2016,3rd Ave & Broad St,66.0,BLANK,27
508,01/06/2016,6th Ave & Blanchard St,66.0,BLANK,8
509,01/06/2016,6th Ave S & S King St,66.0,BLANK,2
510,01/06/2016,7th Ave & Union St,66.0,BLANK,10
511,01/06/2016,9th Ave N & Mercer St,66.0,BLANK,8
512,01/06/2016,Bellevue Ave & E Pine St,66.0,BLANK,9
513,01/06/2016,Broadway and E Denny Way,66.0,BLANK,6
514,01/06/2016,Burke Museum / E Stevens Way NE & Memorial Way NE,66.0,BLANK,4
515,01/06/2016,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,66.0,BLANK,3
516,01/06/2016,Cal Anderson Park / 11th Ave & Pine St,66.0,BLANK,10
517,01/06/2016,City Hall / 4th Ave & James St,66.0,BLANK,5
518,01/06/2016,Dexter Ave & Denny Way,66.0,BLANK,4
519,01/06/2016,Dexter Ave N & Aloha St,66.0,BLANK,13
520,01/06/2016,E Blaine St & Fairview Ave E,66.0,BLANK,7
521,01/06/2016,E Harrison St & Broadway Ave E,66.0,BLANK,14
522,01/06/2016,E Pine St & 16th Ave,66.0,BLANK,22
523,01/06/2016,Eastlake Ave E & E Allison St,66.0,BLANK,2
524,01/06/2016,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,66.0,BLANK,13
525,01/06/2016,Harvard Ave & E Pine St,66.0,BLANK,6
526,01/06/2016,Key Arena / 1st Ave N & Harrison St,66.0,BLANK,13
527,01/06/2016,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,66.0,BLANK,5
528,01/06/2016,Lake Union Park / Valley St & Boren Ave N,66.0,BLANK,4
529,01/06/2016,Mercer St & 9th Ave N,66.0,BLANK,6
530,01/06/2016,NE 47th St & 12th Ave NE,66.0,BLANK,1
531,01/06/2016,NE Pacific St/UW Medical Center,66.0,BLANK,5
532,01/06/2016,Occidental Park / Occidental Ave S & S Washington St,66.0,BLANK,4
533,01/06/2016,PATH / 9th Ave & Westlake Ave,66.0,BLANK,3
534,01/06/2016,Pier 69 / Alaskan Way & Clay St,66.0,BLANK,15
535,01/06/2016,Pine St & 9th Ave,66.0,BLANK,4
536,01/06/2016,REI / Yale Ave N & John St,66.0,BLANK,8
537,01/06/2016,Republican St & Westlake Ave N,66.0,BLANK,7
538,01/06/2016,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,66.0,BLANK,18
539,01/06/2016,Seattle University / E Columbia St & 12th Ave,66.0,BLANK,4
540,01/06/2016,Summit Ave & E Denny Way,66.0,BLANK,7
541,01/06/2016,Summit Ave E & E Republican St,66.0,BLANK,8
542,01/06/2016,Terry Ave & Stewart St,66.0,BLANK,6
543,01/06/2016,UW Engineering Library / E Stevens Way NE & Jefferson Rd,66.0,BLANK,2
544,01/06/2016,UW Intramural Activities Building,66.0,BLANK,1
545,01/06/2016,Union St & 4th Ave,66.0,BLANK,4
546,01/06/2016,Westlake Ave & 6th Ave,66.0,BLANK,16
547,01/07/2015,12th Ave & E Denny Way,76.0,BLANK,10
548,01/07/2015,12th Ave & E Mercer St,76.0,BLANK,8
549,01/07/2015,12th Ave & E Yesler Way,76.0,BLANK,5
550,01/07/2015,12th Ave & NE Campus Pkwy,76.0,BLANK,3
551,01/07/2015,15th Ave E & E Thomas St,76.0,BLANK,18
552,01/07/2015,15th Ave NE & NE 40th St,76.0,BLANK,2
553,01/07/2015,1st Ave & Marion St,76.0,BLANK,11
554,01/07/2015,2nd Ave & Blanchard St,76.0,BLANK,8
555,01/07/2015,2nd Ave & Pine St,76.0,BLANK,26
556,01/07/2015,2nd Ave & Spring St,76.0,BLANK,13
557,01/07/2015,2nd Ave & Vine St,76.0,BLANK,18
558,01/07/2015,3rd Ave & Broad St,76.0,BLANK,17
559,01/07/2015,6th Ave & Blanchard St,76.0,BLANK,6
560,01/07/2015,6th Ave S & S King St,76.0,BLANK,2
561,01/07/2015,7th Ave & Union St,76.0,BLANK,8
562,01/07/2015,9th Ave N & Mercer St,76.0,BLANK,17
563,01/07/2015,Bellevue Ave & E Pine St,76.0,BLANK,11
564,01/07/2015,Burke Museum / E Stevens Way NE & Memorial Way NE,76.0,BLANK,3
565,01/07/2015,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,76.0,BLANK,3
566,01/07/2015,Cal Anderson Park / 11th Ave & Pine St,76.0,BLANK,24
567,01/07/2015,City Hall / 4th Ave & James St,76.0,BLANK,8
568,01/07/2015,Dexter Ave & Denny Way,76.0,BLANK,8
569,01/07/2015,Dexter Ave N & Aloha St,76.0,BLANK,18
570,01/07/2015,E Blaine St & Fairview Ave E,76.0,BLANK,8
571,01/07/2015,E Harrison St & Broadway Ave E,76.0,BLANK,21
572,01/07/2015,E Pine St & 16th Ave,76.0,BLANK,18
573,01/07/2015,Eastlake Ave E & E Allison St,76.0,BLANK,8
574,01/07/2015,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,76.0,BLANK,2
575,01/07/2015,Frye Art Museum / Terry Ave & Columbia St,76.0,BLANK,7
576,01/07/2015,Harvard Ave & E Pine St,76.0,BLANK,8
577,01/07/2015,Key Arena / 1st Ave N & Harrison St,76.0,BLANK,18
578,01/07/2015,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,76.0,BLANK,8
579,01/07/2015,NE 47th St & 12th Ave NE,76.0,BLANK,8
580,01/07/2015,Occidental Park / Occidental Ave S & S Washington St,76.0,BLANK,4
581,01/07/2015,PATH / 9th Ave & Westlake Ave,76.0,BLANK,22
582,01/07/2015,Pier 69 / Alaskan Way & Clay St,76.0,BLANK,22
583,01/07/2015,Pine St & 9th Ave,76.0,BLANK,13
584,01/07/2015,REI / Yale Ave N & John St,76.0,BLANK,22
585,01/07/2015,Republican St & Westlake Ave N,76.0,BLANK,18
586,01/07/2015,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,76.0,BLANK,10
587,01/07/2015,Seattle University / E Columbia St & 12th Ave,76.0,BLANK,4
588,01/07/2015,Summit Ave & E Denny Way,76.0,BLANK,15
589,01/07/2015,Summit Ave E & E Republican St,76.0,BLANK,8
590,01/07/2015,Terry Ave & Stewart St,76.0,BLANK,8
591,01/07/2015,UW Engineering Library / E Stevens Way NE & Jefferson Rd,76.0,BLANK,5
592,01/07/2015,UW Intramural Activities Building,76.0,BLANK,3
593,01/07/2015,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,76.0,BLANK,4
594,01/07/2015,UW McCarty Hall / Whitman Ct,76.0,BLANK,2
595,01/07/2015,Westlake Ave & 6th Ave,76.0,BLANK,18
596,01/07/2016,12th Ave & E Denny Way,66.0,BLANK,3
597,01/07/2016,12th Ave & E Mercer St,66.0,BLANK,11
598,01/07/2016,12th Ave & E Yesler Way,66.0,BLANK,2
599,01/07/2016,12th Ave & NE Campus Pkwy,66.0,BLANK,5
600,01/07/2016,15th Ave E & E Thomas St,66.0,BLANK,17
601,01/07/2016,15th Ave NE & NE 40th St,66.0,BLANK,3
602,01/07/2016,1st Ave & Marion St,66.0,BLANK,8
603,01/07/2016,2nd Ave & Blanchard St,66.0,BLANK,6
604,01/07/2016,2nd Ave & Pine St,66.0,BLANK,14
605,01/07/2016,2nd Ave & Spring St,66.0,BLANK,7
606,01/07/2016,2nd Ave & Vine St,66.0,BLANK,16
607,01/07/2016,3rd Ave & Broad St,66.0,BLANK,16
608,01/07/2016,6th Ave & Blanchard St,66.0,BLANK,7
609,01/07/2016,7th Ave & Union St,66.0,BLANK,1
610,01/07/2016,9th Ave N & Mercer St,66.0,BLANK,4
611,01/07/2016,Bellevue Ave & E Pine St,66.0,BLANK,10
612,01/07/2016,Broadway and E Denny Way,66.0,BLANK,7
613,01/07/2016,Burke Museum / E Stevens Way NE & Memorial Way NE,66.0,BLANK,4
614,01/07/2016,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,66.0,BLANK,8
615,01/07/2016,Cal Anderson Park / 11th Ave & Pine St,66.0,BLANK,10
616,01/07/2016,Children's Hospital / Sandpoint Way NE & 40th Ave NE,66.0,BLANK,2
617,01/07/2016,City Hall / 4th Ave & James St,66.0,BLANK,2
618,01/07/2016,Dexter Ave & Denny Way,66.0,BLANK,5
619,01/07/2016,Dexter Ave N & Aloha St,66.0,BLANK,10
620,01/07/2016,E Blaine St & Fairview Ave E,66.0,BLANK,5
621,01/07/2016,E Harrison St & Broadway Ave E,66.0,BLANK,9
622,01/07/2016,E Pine St & 16th Ave,66.0,BLANK,20
623,01/07/2016,Eastlake Ave E & E Allison St,66.0,BLANK,3
624,01/07/2016,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,66.0,BLANK,8
625,01/07/2016,Harvard Ave & E Pine St,66.0,BLANK,3
626,01/07/2016,Key Arena / 1st Ave N & Harrison St,66.0,BLANK,10
627,01/07/2016,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,66.0,BLANK,7
628,01/07/2016,Lake Union Park / Valley St & Boren Ave N,66.0,BLANK,9
629,01/07/2016,Mercer St & 9th Ave N,66.0,BLANK,2
630,01/07/2016,NE 47th St & 12th Ave NE,66.0,BLANK,2
631,01/07/2016,NE Pacific St/UW Medical Center,66.0,BLANK,7
632,01/07/2016,Occidental Park / Occidental Ave S & S Washington St,66.0,BLANK,7
633,01/07/2016,PATH / 9th Ave & Westlake Ave,66.0,BLANK,7
634,01/07/2016,Pier 69 / Alaskan Way & Clay St,66.0,BLANK,21
635,01/07/2016,Pine St & 9th Ave,66.0,BLANK,1
636,01/07/2016,REI / Yale Ave N & John St,66.0,BLANK,11
637,01/07/2016,Republican St & Westlake Ave N,66.0,BLANK,10
638,01/07/2016,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,66.0,BLANK,18
639,01/07/2016,Seattle University / E Columbia St & 12th Ave,66.0,BLANK,7
640,01/07/2016,Summit Ave & E Denny Way,66.0,BLANK,10
641,01/07/2016,Summit Ave E & E Republican St,66.0,BLANK,12
642,01/07/2016,Terry Ave & Stewart St,66.0,BLANK,1
643,01/07/2016,UW Intramural Activities Building,66.0,BLANK,6
644,01/07/2016,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,66.0,BLANK,1
645,01/07/2016,Union St & 4th Ave,66.0,BLANK,11
646,01/07/2016,Westlake Ave & 6th Ave,66.0,BLANK,17
647,01/08/2015,12th Ave & E Denny Way,77.0,BLANK,9
648,01/08/2015,12th Ave & E Mercer St,77.0,BLANK,7
649,01/08/2015,12th Ave & NE Campus Pkwy,77.0,BLANK,3
650,01/08/2015,15th Ave E & E Thomas St,77.0,BLANK,5
651,01/08/2015,15th Ave NE & NE 40th St,77.0,BLANK,6
652,01/08/2015,1st Ave & Marion St,77.0,BLANK,11
653,01/08/2015,2nd Ave & Blanchard St,77.0,BLANK,23
654,01/08/2015,2nd Ave & Pine St,77.0,BLANK,31
655,01/08/2015,2nd Ave & Spring St,77.0,BLANK,10
656,01/08/2015,2nd Ave & Vine St,77.0,BLANK,15
657,01/08/2015,3rd Ave & Broad St,77.0,BLANK,35
658,01/08/2015,6th Ave & Blanchard St,77.0,BLANK,5
659,01/08/2015,6th Ave S & S King St,77.0,BLANK,4
660,01/08/2015,7th Ave & Union St,77.0,BLANK,4
661,01/08/2015,9th Ave N & Mercer St,77.0,BLANK,16
662,01/08/2015,Bellevue Ave & E Pine St,77.0,BLANK,16
663,01/08/2015,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,77.0,BLANK,16
664,01/08/2015,Cal Anderson Park / 11th Ave & Pine St,77.0,BLANK,20
665,01/08/2015,Children's Hospital / Sandpoint Way NE & 40th Ave NE,77.0,BLANK,2
666,01/08/2015,City Hall / 4th Ave & James St,77.0,BLANK,16
667,01/08/2015,Dexter Ave & Denny Way,77.0,BLANK,4
668,01/08/2015,Dexter Ave N & Aloha St,77.0,BLANK,6
669,01/08/2015,E Blaine St & Fairview Ave E,77.0,BLANK,18
670,01/08/2015,E Harrison St & Broadway Ave E,77.0,BLANK,16
671,01/08/2015,E Pine St & 16th Ave,77.0,BLANK,19
672,01/08/2015,Eastlake Ave E & E Allison St,77.0,BLANK,17
673,01/08/2015,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,77.0,BLANK,1
674,01/08/2015,Frye Art Museum / Terry Ave & Columbia St,77.0,BLANK,4
675,01/08/2015,Harvard Ave & E Pine St,77.0,BLANK,16
676,01/08/2015,Key Arena / 1st Ave N & Harrison St,77.0,BLANK,17
677,01/08/2015,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,77.0,BLANK,25
678,01/08/2015,Lake Union Park / Valley St & Boren Ave N,77.0,BLANK,25
679,01/08/2015,NE 42nd St & University Way NE,77.0,BLANK,5
680,01/08/2015,NE 47th St & 12th Ave NE,77.0,BLANK,7
681,01/08/2015,Occidental Park / Occidental Ave S & S Washington St,77.0,BLANK,23
682,01/08/2015,PATH / 9th Ave & Westlake Ave,77.0,BLANK,4
683,01/08/2015,Pier 69 / Alaskan Way & Clay St,77.0,BLANK,59
684,01/08/2015,Pine St & 9th Ave,77.0,BLANK,18
685,01/08/2015,REI / Yale Ave N & John St,77.0,BLANK,22
686,01/08/2015,Republican St & Westlake Ave N,77.0,BLANK,11
687,01/08/2015,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,77.0,BLANK,29
688,01/08/2015,Seattle University / E Columbia St & 12th Ave,77.0,BLANK,4
689,01/08/2015,Summit Ave & E Denny Way,77.0,BLANK,8
690,01/08/2015,Summit Ave E & E Republican St,77.0,BLANK,6
691,01/08/2015,Terry Ave & Stewart St,77.0,BLANK,7
692,01/08/2015,UW Engineering Library / E Stevens Way NE & Jefferson Rd,77.0,BLANK,6
693,01/08/2015,UW Intramural Activities Building,77.0,BLANK,5
694,01/08/2015,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,77.0,BLANK,6
695,01/08/2015,UW McCarty Hall / Whitman Ct,77.0,BLANK,4
696,01/08/2015,Union St & 4th Ave,77.0,BLANK,7
697,01/08/2015,Westlake Ave & 6th Ave,77.0,BLANK,21
698,01/08/2016,12th Ave & E Denny Way,66.0,BLANK,8
699,01/08/2016,12th Ave & E Mercer St,66.0,BLANK,11
700,01/08/2016,12th Ave & E Yesler Way,66.0,BLANK,6
701,01/08/2016,12th Ave & NE Campus Pkwy,66.0,BLANK,2
702,01/08/2016,15th Ave E & E Thomas St,66.0,BLANK,12
703,01/08/2016,15th Ave NE & NE 40th St,66.0,BLANK,3
704,01/08/2016,1st Ave & Marion St,66.0,BLANK,6
705,01/08/2016,2nd Ave & Blanchard St,66.0,BLANK,8
706,01/08/2016,2nd Ave & Pine St,66.0,BLANK,13
707,01/08/2016,2nd Ave & Spring St,66.0,BLANK,2
708,01/08/2016,2nd Ave & Vine St,66.0,BLANK,16
709,01/08/2016,3rd Ave & Broad St,66.0,BLANK,28
710,01/08/2016,6th Ave & Blanchard St,66.0,BLANK,9
711,01/08/2016,6th Ave S & S King St,66.0,BLANK,2
712,01/08/2016,7th Ave & Union St,66.0,BLANK,10
713,01/08/2016,9th Ave N & Mercer St,66.0,BLANK,6
714,01/08/2016,Bellevue Ave & E Pine St,66.0,BLANK,13
715,01/08/2016,Broadway and E Denny Way,66.0,BLANK,6
716,01/08/2016,Burke Museum / E Stevens Way NE & Memorial Way NE,66.0,BLANK,1
717,01/08/2016,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,66.0,BLANK,3
718,01/08/2016,Cal Anderson Park / 11th Ave & Pine St,66.0,BLANK,11
719,01/08/2016,Children's Hospital / Sandpoint Way NE & 40th Ave NE,66.0,BLANK,4
720,01/08/2016,City Hall / 4th Ave & James St,66.0,BLANK,9
721,01/08/2016,Dexter Ave N & Aloha St,66.0,BLANK,21
722,01/08/2016,E Blaine St & Fairview Ave E,66.0,BLANK,5
723,01/08/2016,E Harrison St & Broadway Ave E,66.0,BLANK,16
724,01/08/2016,E Pine St & 16th Ave,66.0,BLANK,18
725,01/08/2016,Eastlake Ave E & E Allison St,66.0,BLANK,5
726,01/08/2016,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,66.0,BLANK,5
727,01/08/2016,Harvard Ave & E Pine St,66.0,BLANK,4
728,01/08/2016,Key Arena / 1st Ave N & Harrison St,66.0,BLANK,14
729,01/08/2016,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,66.0,BLANK,10
730,01/08/2016,Lake Union Park / Valley St & Boren Ave N,66.0,BLANK,15
731,01/08/2016,NE 42nd St & University Way NE,66.0,BLANK,1
732,01/08/2016,NE 47th St & 12th Ave NE,66.0,BLANK,2
733,01/08/2016,NE Pacific St/UW Medical Center,66.0,BLANK,4
734,01/08/2016,Occidental Park / Occidental Ave S & S Washington St,66.0,BLANK,7
735,01/08/2016,PATH / 9th Ave & Westlake Ave,66.0,BLANK,14
736,01/08/2016,Pier 69 / Alaskan Way & Clay St,66.0,BLANK,26
737,01/08/2016,Pine St & 9th Ave,66.0,BLANK,2
738,01/08/2016,REI / Yale Ave N & John St,66.0,BLANK,7
739,01/08/2016,Republican St & Westlake Ave N,66.0,BLANK,6
740,01/08/2016,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,66.0,BLANK,21
741,01/08/2016,Seattle University / E Columbia St & 12th Ave,66.0,BLANK,4
742,01/08/2016,Summit Ave & E Denny Way,66.0,BLANK,10
743,01/08/2016,Summit Ave E & E Republican St,66.0,BLANK,6
744,01/08/2016,Terry Ave & Stewart St,66.0,BLANK,4
745,01/08/2016,Thomas St & 5th Ave N,66.0,BLANK,11
746,01/08/2016,UW Engineering Library / E Stevens Way NE & Jefferson Rd,66.0,BLANK,2
747,01/08/2016,UW Intramural Activities Building,66.0,BLANK,3
748,01/08/2016,Union St & 4th Ave,66.0,BLANK,12
749,01/08/2016,Westlake Ave & 6th Ave,66.0,BLANK,19
750,01/09/2015,12th Ave & E Denny Way,64.0,Rain,6
751,01/09/2015,12th Ave & E Mercer St,64.0,Rain,10
752,01/09/2015,12th Ave & NE Campus Pkwy,64.0,Rain,5
753,01/09/2015,15th Ave E & E Thomas St,64.0,Rain,11
754,01/09/2015,1st Ave & Marion St,64.0,Rain,3
755,01/09/2015,2nd Ave & Blanchard St,64.0,Rain,10
756,01/09/2015,2nd Ave & Pine St,64.0,Rain,11
757,01/09/2015,2nd Ave & Spring St,64.0,Rain,8
758,01/09/2015,2nd Ave & Vine St,64.0,Rain,10
759,01/09/2015,3rd Ave & Broad St,64.0,Rain,12
